"region","valår",Valdeltagande i riksdagsval, procent
"0604 Aneby","2010",86.1
"0604 Aneby","2014",89.1
"0617 Gnosjö","1973",95.3
"0617 Gnosjö","1976",95.5
"0617 Gnosjö","1979",93.8
"0617 Gnosjö","1982",93.8
"0617 Gnosjö","1985",92.1
"0617 Gnosjö","1988",88.7
"0617 Gnosjö","1991",89.6
"0617 Gnosjö","1994",89.4
"0617 Gnosjö","1998",82.6
"0617 Gnosjö","2002",80.6
"0617 Gnosjö","2006",81.6
"0617 Gnosjö","2010",84.2
"0617 Gnosjö","2014",85.1
"0642 Mullsjö","1973",94.3
"0642 Mullsjö","1976",94.7
"0642 Mullsjö","1979",93.1
"0642 Mullsjö","1982",93.0
"0642 Mullsjö","1985",92.8
"0642 Mullsjö","1988",90.0
"0642 Mullsjö","1991",90.9
"0642 Mullsjö","1994",91.5
"0642 Mullsjö","1998",85.2
"0642 Mullsjö","2002",82.9
"0642 Mullsjö","2006",86.1
"0642 Mullsjö","2010",87.9
"0642 Mullsjö","2014",89.2
"0643 Habo","1973",92.3
"0643 Habo","1976",93.6
"0643 Habo","1979",93.3
"0643 Habo","1982",94.2
"0643 Habo","1985",92.3
"0643 Habo","1988",88.4
"0643 Habo","1991",89.8
"0643 Habo","1994",89.5
"0643 Habo","1998",85.8
"0643 Habo","2002",84.3
"0643 Habo","2006",87.7
"0643 Habo","2010",90.1
"0643 Habo","2014",91.6
"0662 Gislaved","1973",93.7
"0662 Gislaved","1976",93.6
"0662 Gislaved","1979",93.2
"0662 Gislaved","1982",93.3
"0662 Gislaved","1985",91.0
"0662 Gislaved","1988",87.8
"0662 Gislaved","1991",88.4
"0662 Gislaved","1994",88.2
"0662 Gislaved","1998",82.0
"0662 Gislaved","2002",79.8
"0662 Gislaved","2006",80.7
"0662 Gislaved","2010",83.4
"0662 Gislaved","2014",85.1
"0665 Vaggeryd","1973",94.0
"0665 Vaggeryd","1976",94.6
"0665 Vaggeryd","1979",93.3
"0665 Vaggeryd","1982",93.5
"0665 Vaggeryd","1985",92.3
"0665 Vaggeryd","1988",89.9
"0665 Vaggeryd","1991",90.2
"0665 Vaggeryd","1994",89.5
"0665 Vaggeryd","1998",85.7
"0665 Vaggeryd","2002",83.1
"0665 Vaggeryd","2006",83.4
"0665 Vaggeryd","2010",85.3
"0665 Vaggeryd","2014",87.0
"0680 Jönköping","1973",92.2
"0680 Jönköping","1976",93.1
"0680 Jönköping","1979",92.1
"0680 Jönköping","1982",92.7
"0680 Jönköping","1985",91.1
